Episode,numberSteps,totalReward,averageSpeed,gameEndedByCrush,IsClockwise
1,231,78.018257,154.675842,1,1
2,189,48.302742,196.59642,1,0
3,162,40.877239,192.110016,1,1
4,173,34.892773,189.887833,1,0
5,135,35.140354,211.257156,1,1
6,200,65.155861,164.874069,1,0
7,146,37.057579,203.400116,1,1
8,203,48.194916,186.268921,1,0
9,151,38.167645,209.19548,1,1
10,172,43.962917,168.905869,1,0
11,172,23.720627,155.660843,1,1
12,140,43.765388,220.51384,1,0
13,207,40.038841,173.352051,1,1
14,164,43.097912,181.252594,1,0
15,260,32.628494,156.809052,1,1
16,278,85.552971,151.520264,1,0
17,297,41.461758,133.961517,1,1
18,212,58.251404,158.352921,1,0
19,187,50.433033,219.553406,1,1
20,240,52.080112,165.116531,1,0
21,221,65.085602,167.193817,1,1
22,189,46.123718,170.391479,1,0
23,153,34.731548,216.204483,1,1
24,197,51.590485,186.306427,1,0
25,158,32.841122,222.633804,1,1
26,165,62.950462,226.058945,1,0
27,167,42.317711,196.16394,1,1
28,151,50.492519,251.799026,1,0
29,155,39.763779,195.820648,1,1
30,149,46.390095,196.562546,1,0
31,167,46.825996,172.466156,1,1
32,132,69.13414,262.861786,1,0
33,173,60.942436,188.130341,1,1
34,139,63.111954,256.184143,1,0
35,145,63.951698,271.050751,1,1
36,177,74.540108,207.024872,1,0
37,220,62.171036,210.409103,1,1
38,170,74.002335,209.83284,1,0
39,140,70.417023,233.471863,1,1
40,143,58.94487,216.254211,1,0
41,173,90.795685,249.771591,1,1
42,127,48.789043,230.452225,1,0
43,152,66.836502,284.259857,1,1
44,203,85.69973,179.626389,1,0
45,156,73.797127,259.391693,1,1
46,157,56.421421,242.526321,1,0
47,134,51.19165,223.230469,1,1
48,137,56.217514,260.388397,1,0
49,137,51.741138,221.231094,1,1
50,179,80.936226,216.98703,1,0
51,143,52.146973,218.029022,1,1
52,194,80.742859,189.31163,1,0
53,133,56.151085,266.139923,1,1
54,267,154.182724,317.533539,1,0
55,143,55.678349,237.481018,1,1
56,139,71.981087,288.220123,1,0
57,159,63.558113,239.382019,1,1
58,422,241.684235,311.628418,1,0
59,146,55.045345,188.826324,1,1
60,113,57.419159,255.340073,1,0
61,223,125.734329,301.32196,1,1
62,332,176.94577,254.190445,1,0
63,160,72.48835,260.375702,1,1
64,112,46.402065,246.263443,1,0
65,139,68.707748,304.599426,1,1
66,233,90.480652,192.430206,1,0
67,353,220.712448,332.648926,1,1
68,150,84.622711,255.164841,1,0
69,158,83.623985,302.171112,1,1
70,159,82.25943,228.159714,1,0
71,736,421.526062,295.29837,1,1
72,145,76.508835,285.202362,1,0
73,256,160.938446,336.378296,1,1
74,115,61.574348,336.05899,1,0
75,236,166.808228,362.36676,1,1
76,150,76.315491,267.22229,1,0
77,251,172.113617,363.470551,1,1
78,145,84.865578,296.205139,1,0
79,389,279.14444,372.229126,1,1
80,111,71.122261,364.783051,1,0
81,101,38.542561,313.696442,1,1
82,2000,1565.867065,423.132935,0,0
83,118,55.253216,284.690063,1,1
84,1124,843.724609,407.882629,1,0
85,253,166.655075,342.570374,1,1
86,198,144.662979,375.735138,1,0
87,350,275.008575,432.046204,1,1
88,252,170.822891,368.091309,1,0
89,264,182.520798,365.292145,1,1
90,2000,1747.095703,467.298859,0,0
91,268,210.948669,392.256836,1,1
92,2000,1792.015015,486.657715,0,0
93,2000,1901.51062,505.356201,0,1
94,2000,1910.632568,499.266144,0,0
95,2000,1946.827271,516.862488,0,1
96,2000,1916.025635,485.71228,0,0
97,1243,1256.452515,527.998596,1,1
98,2000,2008.538818,511.76825,0,0
99,2000,2043.36499,535.182861,0,1
100,2000,2055.565186,531.382935,0,0
101,2000,2100.487549,533.343811,0,1
102,2000,2110.999268,541.598816,0,0
103,2000,2089.356689,542.529541,0,1
104,2000,2109.792725,535.646362,0,0
105,2000,2108.345459,544.372192,0,1
106,2000,2095.196045,528.947693,0,0
107,2000,2072.18042,532.640503,0,1
108,2000,2092.97998,529.290466,0,0
109,2000,2087.843262,539.622253,0,1
110,2000,2090.818359,522.959778,0,0
111,2000,2067.519775,532.960327,0,1
112,2000,2087.428223,530.314209,0,0
113,2000,2060.08374,525.59198,0,1
114,2000,2099.463623,530.330078,0,0
115,2000,2065.284912,524.091797,0,1
116,2000,2058.535889,518.317322,0,0
117,2000,2082.943115,524.272522,0,1
118,2000,2080.431396,522.415833,0,0
119,2000,2043.469116,515.534546,0,1
120,2000,2059.310791,518.304749,0,0
121,2000,2076.373535,526.686401,0,1
122,2000,2066.541748,517.570801,0,0
123,2000,2021.417114,511.058777,0,1
124,2000,2044.987793,506.192963,0,0
125,1219,1202.025757,496.719543,1,1
126,2000,2010.993286,501.646667,0,0
127,2000,1981.838867,490.619934,0,1
128,2000,2023.053833,501.6763,0,0
129,2000,2037.133423,507.215942,0,1
130,2000,2030.769897,513.784973,0,0
131,2000,2025.716919,505.207947,0,1
132,2000,2043.44751,506.472534,0,0
133,2000,2024.531006,497.715057,0,1
134,2000,2059.242432,512.021057,0,0
135,2000,2035.440063,500.520508,0,1
136,2000,2043.067871,504.984039,0,0
137,104,81.394264,280.819946,1,1
138,2000,2043.355103,515.376709,0,0
139,2000,2031.811646,504.305237,0,1
140,2000,2018.022705,490.761414,0,0
141,2000,1971.916626,477.558105,0,1
142,2000,2013.287842,498.493652,0,0
143,2000,1960.289551,481.844482,0,1
144,2000,2041.825806,504.063293,0,0
145,2000,2045.293579,518.197815,0,1
146,2000,2028.197266,500.348694,0,0
147,2000,2026.549927,504.374573,0,1
148,2000,2027.144531,506.322601,0,0
149,2000,2043.415649,506.707733,0,1
