AvgR,LbR,UbR,AvgS,LbS,UbS
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
234.74049266666665,58.567322467911424,410.9136628654219,335.06754674074074,311.0559757969746,359.07911768450685
290.6200881111111,62.62971641154965,518.6104598106725,350.88422877777776,324.80384392594726,376.96461362960827
290.49653514814815,70.94262205900742,510.0504482372889,337.7823562962963,329.2581690049182,346.3065435876744
295.3912511851852,77.47683466516867,513.3056677052017,349.0944714444445,341.425621714434,356.763321174455
290.6917351111111,81.82105367907499,499.56241654314715,343.1015814444445,327.7378963761419,358.46526651274706
318.5190615925926,42.06383539232661,594.9742877928586,350.5387966296296,339.1770976809828,361.9004955782764
294.638244037037,48.906693341133916,540.3697947329401,340.2740674074075,322.81561639693376,357.7325184178812
295.216662037037,48.650627658045124,541.7826964160289,343.0427995555556,325.47160037060274,360.6139987405084
232.81974729629633,82.9347176070728,382.70477698551986,330.5198254814815,325.20080447062287,335.83884649234017
260.280813962963,79.621588241188,440.94003968473805,347.58450974074077,334.58262898302814,360.5863904984534
209.91033900000002,91.51526106248261,328.3054169375174,328.2075693333333,322.49817440173985,333.9169642649268
250.06103485185187,147.5125421428743,352.6095275608294,356.2285453333334,344.1270300488397,368.3300606178271
306.22047,179.83861553923288,432.6023244607671,361.33517485185183,355.76486008688505,366.9054896168186
388.4806001851852,167.49474008700238,609.4664602833681,378.98722529629634,356.10234661467206,401.87210397792063
442.03377111111104,243.03999130852063,641.0275509137015,387.9628145925926,371.2123144276812,404.71331475750407
472.52299414814814,259.4378126282618,685.6081756680345,401.14951033333335,392.8150784552518,409.4839422114149
553.8900304814814,241.39788294246875,866.382178020494,410.13487885185185,402.66356169026017,417.60619601344354
678.983816962963,277.1937548123618,1080.7738791135644,432.7620037777778,413.00822709970356,452.51578045585205
740.021447074074,262.3682868431866,1217.6746073049615,434.38765481481477,413.74754720805396,455.0277624215756
771.005987111111,292.62788413597735,1249.3840900862447,458.1164368888888,423.67015161789834,492.5627221598793
846.8201581851853,252.2513490673963,1441.3889673029744,456.0549541851852,412.79212716539854,499.3177812049718
870.8099867777778,202.6215852620121,1538.9983882935435,460.35498944444447,414.5032115105013,506.20676737838767
997.8423427037037,411.74436625443286,1583.9403191529746,470.0302360740741,426.27614802840566,513.7843241197425
1049.6520023333333,430.2321745452185,1669.0718301214479,470.72907396296296,427.4382699148607,514.0198780110652
1117.174418111111,497.48139880191434,1736.8674374203076,477.9206837037037,436.245817933631,519.5955494737764
1117.3943667777778,548.8846093703602,1685.9041241851955,482.1130201111111,444.11322954151785,520.1128106807043
1115.7210003703703,554.0471480287704,1677.3948527119703,484.5360005185185,444.7107259667802,524.3612750702569
1195.4863699259258,621.5423937040241,1769.4303461478275,493.9977733333333,460.3795580343714,527.6159886322953
1315.175538222222,626.2029946483582,2004.148081796086,498.98273948148153,460.3996906420567,537.5657883209063
1342.7549542592594,629.5947179416634,2055.9151905768554,501.9307499629629,467.4877206210223,536.3737793049036
1345.2207790740742,596.2613422465162,2094.1802159016324,503.4073814074074,466.89118891990717,539.9235738949076
1293.6468462962964,563.9200958514747,2023.373596741118,505.46004007407413,470.8157139623642,540.104366185784
1306.0402732592595,601.5937000077441,2010.4868465107747,512.6886381851851,481.0678027440026,544.3094736263677
1276.064105185185,567.8112724310419,1984.3169379393285,510.21909359259257,480.20988615514443,540.2283010300407
1341.84351,638.9263549349853,2044.7606650650146,515.1222884814815,485.8844371237805,544.3601398391825
1438.5510334814815,829.2632447594824,2047.8388222034805,518.7096038148148,496.98001433590167,540.4391932937281
1479.3306875185187,938.9935437176504,2019.667831319387,524.1269022592593,506.28254987575,541.9712546427686
1476.536365814815,935.7623602872831,2017.310371342347,522.8556145555555,506.41863624799447,539.2925928631164
1533.7946624074075,1062.080512567874,2005.508812246941,532.4656902962964,524.1725179085811,540.7588626840118
1598.794757925926,1260.342592491087,1937.2469233607649,538.8404981851852,531.1918993214313,546.4890970489391
1527.034399777778,1168.6859227822351,1885.3828767733207,528.8905515555556,509.67959097032394,548.1015121407872
1597.4670825185185,1295.011050724466,1899.923114312571,529.8436584814815,512.5673321099847,547.1199848529783
1744.249793962963,1472.7129905346842,2015.7865973912417,539.7370854444445,514.0047403587037,565.4694305301853
1811.6198128518517,1638.4393141585497,1984.8003115451538,542.5513791851853,513.9604973488088,571.1422610215618
1819.0828481481483,1646.6152410713132,1991.5504552249834,544.1253922222222,514.6003708082978,573.6504136361466
1798.2608357407407,1701.1257909010988,1895.3958805803827,543.4920236666667,514.3082048169749,572.6758425163584
1874.2397967037039,1792.3485116800155,1956.1310817273923,549.4725229259259,514.0683631350618,584.87668271679
1867.7620451481482,1790.3768987872613,1945.147191509035,549.573744074074,513.6289328332687,585.5185553148794
1914.6937536296298,1813.997638134204,2015.3898691250556,551.0912972962963,514.4418130302587,587.7407815623338
1920.818702222222,1802.553814424277,2039.083590020167,548.8617541851851,533.2970854726318,564.4264228977383
1857.4512705925927,1659.387221121018,2055.515320064167,544.8831661851852,532.6451139331119,557.1212184372586
1854.5035076666666,1654.1507653260364,2054.8562500072967,543.1666699259259,532.9762068764312,553.3571329754207
1858.212935111111,1659.0001611105467,2057.425709111675,544.1103028518518,534.0833139496033,554.1372917541003
1856.1714040740742,1660.7621606248226,2051.5806475233258,543.5562324814814,532.2491934287247,554.8632715342382
1822.2117534074075,1603.5986545620426,2040.8248522527724,530.7234501481481,511.1884216968514,550.2584785994449
1713.5163126296295,1389.7718941292926,2037.2607311299664,520.705324962963,508.76106947067626,532.6495804552497
1743.5284292222223,1454.8224494731191,2032.2344089713254,519.8313580740742,508.5414534354664,531.1212627126819
1762.2587306296293,1499.686322649195,2024.8311386100636,519.3618937777778,507.46570112983005,531.2580864257255
1897.452551962963,1746.5504659277888,2048.354637998137,533.0808483703704,510.19861723796987,555.9630795027709
1960.5447828518518,1833.1348971234263,2087.9546685802775,536.3125152592593,507.4655924343208,565.1594380841977
1958.6028792592595,1833.662900598048,2083.542857920471,535.2989677407407,508.6334113339353,561.9645241475462
1954.77461862963,1827.2107940859905,2082.3384431732693,534.3533002962963,506.4947215786178,562.2118790139748
1915.074775962963,1814.7231259571909,2015.4264259687352,533.2462401111111,506.51103428919157,559.9814459330306
1881.550194037037,1727.027779612196,2036.0726084618782,543.0501075555555,530.4886979137838,555.6115171973273
1881.8958621111112,1726.3182412420988,2037.4734829801237,542.2235774074074,529.679267904229,554.7678869105858
1772.499681777778,1531.746965434628,2013.252398120928,534.5156057407409,526.8589081521116,542.1723033293702
1678.249159888889,1321.6749805966933,2034.8233391810845,523.319622962963,504.33751800187724,542.3017279240487
1597.1036484444446,1112.3657153501222,2081.841581538767,512.927036962963,478.1483148976218,547.7057590283042
1507.5709934814815,906.0998279730591,2109.0421589899042,505.43686359259254,457.7244355533519,553.1492916318332
1426.9417556666667,701.1267617253661,2152.7567496079673,492.0721644074074,424.6894758968221,559.4548529179926
1424.8594169629632,695.0343402223913,2154.6844937035353,491.316164888889,422.47717798659176,560.1551517911862
1460.620765,744.445964634651,2176.795565365349,490.5114954444445,420.56559238579507,560.4573985030939
1566.9271411111113,926.5840453547635,2207.270236867459,492.5774835185185,424.9290018236467,560.2259652133903
