Episode,numberSteps,totalReward,averageSpeed,gameEndedByCrush,IsClockwise
60,490,314.982971,323.027863,1,0
61,160,86.084808,296.472839,1,1
62,146,89.481697,278.086487,1,0
63,187,107.778313,287.337616,1,1
64,147,79.238457,272.600433,1,0
65,293,212.435013,381.644562,1,1
66,156,95.682556,333.167633,1,0
67,466,341.433685,376.287659,1,1
68,311,230.337891,379.953217,1,0
69,155,79.633011,225.101791,1,1
70,431,315.363342,365.55014,1,0
71,894,726.934448,434.373901,1,1
72,532,425.150452,425.271851,1,0
73,139,76.642624,276.82782,1,1
74,129,82.37397,307.085327,1,0
75,148,84.590683,320.036957,1,1
76,264,204.815887,367.505249,1,0
77,169,94.981842,306.651245,1,1
78,1900,1643.485596,469.695862,1,0
79,147,97.94503,337.435486,1,1
80,1011,848.754333,439.215698,1,0
81,889,761.244263,455.567108,1,1
82,127,87.816719,356.457367,1,0
83,161,97.466003,314.224976,1,1
84,765,655.534546,455.872131,1,0
85,735,656.091797,473.810242,1,1
86,481,428.473419,464.360443,1,0
87,825,756.120972,479.227753,1,1
88,937,861.738403,483.480682,1,0
89,1467,1398.869873,502.422089,1,1
90,1126,1085.683228,505.789185,1,0
91,2000,1980.288086,513.942322,0,1
92,2000,2030.692139,523.69696,0,0
93,2000,2026.214355,524.956787,0,1
94,2000,2056.817139,522.608765,0,0
95,2000,2058.254395,529.676758,0,1
96,97,76.310135,325.003693,1,0
97,2000,2076.015625,529.107117,0,1
98,2000,2097.720215,537.010681,0,0
99,2000,2103.866455,534.783508,0,1
100,2000,2113.27124,541.235474,0,0
101,2000,2087.332031,530.96698,0,1
102,2000,2104.774414,538.787048,0,0
103,2000,2089.375244,533.687561,0,1
104,2000,2098.953857,539.326599,0,0
105,2000,2100.037598,540.768677,0,1
106,2000,2090.010986,538.656128,0,0
107,2000,2077.788086,530.393799,0,1
108,2000,2096.710938,532.354492,0,0
109,2000,2103.115234,535.40686,0,1
110,2000,2100.802246,539.701599,0,0
111,2000,2092.355957,533.177551,0,1
112,2000,2102.09375,533.896484,0,0
113,1607,1658.297485,526.687744,1,1
114,2000,2103.003418,540.501038,0,0
115,2000,2105.860352,540.779053,0,1
116,2000,2133.104248,545.90271,0,0
117,2000,2231.989502,611.74469,0,1
118,2000,2284.384521,635.991577,0,0
119,2000,2285.297852,627.099792,0,1
120,2000,2282.644287,621.022888,0,0
121,2000,2097.758301,532.978149,0,1
122,2000,2074.911377,528.755798,0,0
123,2000,2103.580566,544.739929,0,1
124,2000,2179.780273,576.538208,0,0
125,2000,2203.001465,582.551392,0,1
126,2000,2164.833984,566.517517,0,0
127,2000,2160.830322,572.515015,0,1
128,2000,2115.320801,551.309387,0,0
129,2000,2097.45752,549.177734,0,1
130,2000,2103.590576,537.59491,0,0
131,833,911.780823,575.114746,1,1
132,2000,2147.91748,561.75946,0,0
133,2000,2126.626709,554.712463,0,1
134,2000,2127.212402,554.056152,0,0
135,2000,2115.537842,548.968933,0,1
136,2000,2151.161377,562.930725,0,0
137,2000,2168.945312,570.723206,0,1
138,2000,2242.907471,596.654602,0,0
139,2000,2176.825928,578.562195,0,1
140,2000,2217.154785,598.177124,0,0
141,2000,2226.954834,597.728271,0,1
142,1699,1874.722412,600.53894,1,0
143,2000,2206.691895,590.795715,0,1
144,546,557.199402,539.279846,1,0
145,2000,2214.265137,594.233276,0,1
146,2000,2258.161865,617.331482,0,0
147,2000,2237.946777,603.27301,0,1
148,2000,2255.871338,615.036438,0,0
149,1827,2014.323364,596.249939,1,1
