Episode,numberSteps,totalReward,averageSpeed,gameEndedByCrush,IsClockwise
1,319,41.735504,114.271416,1,1
2,279,49.985485,131.243454,1,0
3,336,35.751793,112.967224,1,1
4,262,66.658035,148.193665,1,0
5,311,49.49461,129.912399,1,1
6,301,65.972008,148.30954,1,0
7,269,53.703651,148.67807,1,1
8,270,73.486824,163.628616,1,0
9,284,40.796036,114.12294,1,1
10,209,45.045837,185.055786,1,0
11,295,77.9189,149.781937,1,1
12,169,40.356812,192.015518,1,0
13,244,81.650337,163.935577,1,1
14,295,71.384865,126.099709,1,0
15,321,100.870781,144.830231,1,1
16,247,99.888252,159.63475,1,0
17,316,62.30397,120.98954,1,1
18,223,89.337173,204.996582,1,0
19,252,82.079781,163.200027,1,1
20,173,46.134876,202.860931,1,0
21,233,69.397316,148.70993,1,1
22,349,112.191528,123.969261,1,0
23,262,56.824833,150.360886,1,1
24,237,62.181953,167.308868,1,0
25,318,94.286041,147.406296,1,1
26,157,52.98912,226.879929,1,0
27,278,74.021996,154.531952,1,1
28,185,62.370544,199.906403,1,0
29,247,78.321762,181.610413,1,1
30,138,53.959896,247.403229,1,0
31,231,80.887474,156.639191,1,1
32,241,78.438095,193.688004,1,0
33,125,48.990959,254.871567,1,1
34,142,77.220245,282.643494,1,0
35,228,85.532608,162.078217,1,1
36,273,92.628883,169.474258,1,0
37,175,76.474327,216.603577,1,1
38,155,81.938362,257.202026,1,0
39,139,86.001724,287.638306,1,1
40,149,75.547142,273.192352,1,0
41,156,67.298698,273.472595,1,1
42,174,87.880638,222.422867,1,0
43,164,79.335716,283.137024,1,1
44,171,89.238029,217.963501,1,0
45,160,84.887314,272.875885,1,1
46,147,78.327759,279.38324,1,0
47,136,66.408554,312.558258,1,1
48,195,81.82579,225.180374,1,0
49,160,77.561523,256.599182,1,1
50,153,74.878181,282.655914,1,0
51,196,114.303566,270.336731,1,1
52,144,71.799011,242.323181,1,0
53,318,193.269104,327.241425,1,1
54,180,73.471046,225.984467,1,0
55,164,86.723335,264.243896,1,1
56,139,85.470108,301.6492,1,0
57,128,78.117477,308.947693,1,1
58,174,87.688835,253.021011,1,0
59,150,78.848198,308.797119,1,1
60,218,105.368408,211.290771,1,0
61,272,99.498672,150.450409,1,1
62,195,109.618484,253.141602,1,0
63,329,187.61058,315.841461,1,1
64,306,202.570435,361.174286,1,0
65,345,231.055389,364.245209,1,1
66,551,409.972687,405.107117,1,0
67,585,331.975952,259.364838,1,1
68,169,95.551575,247.285599,1,0
69,162,93.701408,289.314911,1,1
70,135,73.975739,300.834076,1,0
71,497,333.914673,319.090576,1,1
72,125,86.29258,335.049316,1,0
73,1098,867.584351,425.881195,1,1
74,567,436.656036,400.82135,1,0
75,424,326.082733,370.940857,1,1
76,1150,986.372925,447.962311,1,0
77,887,763.549194,454.064362,1,1
78,150,100.771004,340.368805,1,0
79,671,552.376343,436.243652,1,1
80,132,91.292496,349.295746,1,0
81,271,207.039902,377.617249,1,1
82,502,422.044952,445.925568,1,0
83,495,421.564606,442.897217,1,1
84,2000,1869.332764,498.066406,0,0
85,133,96.933884,356.80658,1,1
86,1597,1522.957886,501.410461,1,0
87,473,412.930023,440.25528,1,1
88,2000,1950.428467,514.314331,0,0
89,2000,1959.046143,497.324066,0,1
90,2000,2025.955688,526.627319,0,0
91,2000,2034.414917,528.157043,0,1
92,2000,2074.458008,532.629211,0,0
93,131,80.919914,284.37738,1,1
94,2000,2068.471436,527.935242,0,0
95,2000,2095.816406,535.458984,0,1
96,2000,2109.726318,540.913086,0,0
97,2000,2102.862061,535.930603,0,1
98,2000,2089.409668,535.303955,0,0
99,2000,2104.002686,536.451172,0,1
100,2000,2086.215088,536.25824,0,0
101,2000,2094.00293,534.95166,0,1
102,2000,2097.056641,538.627319,0,0
103,2000,2095.802002,535.949585,0,1
104,2000,2080.226562,532.564148,0,0
105,2000,2095.829346,538.16333,0,1
106,2000,2106.801025,542.701538,0,0
107,2000,2086.178955,536.188477,0,1
108,2000,2134.314453,546.1073,0,0
109,1478,1505.849365,521.171204,1,1
110,243,210.286407,435.88562,1,0
111,2000,2059.069336,529.3349,0,1
112,2000,2074.442139,537.020813,0,0
113,2000,2094.06958,535.634583,0,1
114,2000,2134.695312,544.346924,0,0
115,2000,2099.504395,537.251831,0,1
116,1035,1024.809326,513.099792,1,0
117,309,250.697739,418.089722,1,1
118,2000,2106.971191,538.735229,0,0
119,2000,2091.325439,529.813721,0,1
120,2000,2100.169434,537.233398,0,0
121,1982,2067.697021,532.331299,1,1
122,2000,2109.950195,541.874146,0,0
123,2000,2100.683105,535.242432,0,1
124,2000,2082.736328,530.268555,0,0
125,2000,2106.440674,533.870728,0,1
126,2000,2068.863525,532.08136,0,0
127,2000,2096.032959,537.61676,0,1
128,2000,2111.598877,540.198547,0,0
129,2000,2084.584961,528.542419,0,1
130,2000,2107.194092,534.49707,0,0
131,2000,2108.63501,533.466431,0,1
132,2000,2099.585938,534.44281,0,0
133,2000,2088.770508,534.935791,0,1
134,2000,2098.446289,532.672546,0,0
135,2000,2091.80127,534.201355,0,1
136,2000,2097.193848,536.947205,0,0
137,2000,2068.874512,533.987366,0,1
138,2000,2088.063477,533.780579,0,0
139,2000,2096.092285,530.49646,0,1
140,2000,2111.213623,539.258057,0,0
141,2000,2083.270264,530.834473,0,1
