0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004174;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004287;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004288;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004393;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004434;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004421;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.003981;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.003486;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.002973;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.003396;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.003505;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.003628;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.003877;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004247;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004218;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004475;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004695;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004729;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004751;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005135;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005042;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005488;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005682;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005702;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.00559;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005563;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005484;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.004877;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.005282;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087619;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087841;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087782;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087731;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087614;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087594;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.087006;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085962;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085472;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085394;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085335;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085238;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.08519;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085281;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085449;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085756;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085954;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.085991;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.086143;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;2;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.086301;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.086152;0
