0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.033159;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.033157;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.032966;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.032984;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.033065;0
0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:0:0:0:0:0:0:0;0.032881;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.11057;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110733;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110711;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110744;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110759;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110624;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;1;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110657;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.110949;0
0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:0:0:0:0:0:0;0.111095;0
0:0:0:0:0:0:1:1:1:1:1:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:1:0:0:0:0:0;0.226973;0
0:0:0:0:0:0:1:1:1:1:1:0:0:0:0:0;0;0:0:0:0:0:0:1:1:1:1:1:0:0:0:0:0;0.227708;0
0:0:0:0:0:1:1:1:1:1:1:1:0:0:0:0;1;0:0:0:0:0:1:1:1:1:1:1:1:0:0:0:0;0.434019;0
0:0:0:0:0:1:0:0:0:0:1:1:1:0:0:0;1;0:0:0:0:0:1:0:0:0:0:1:1:1:0:0:0;0.263051;0
0:0:0:0:0:0:0:0:0:0:0:1:1:1:0:0;1;0:0:0:0:0:0:0:0:0:0:0:1:1:1:0:0;0.225051;0
0:0:0:0:0:0:0:0:0:0:0:1:1:1:1:0;0;0:0:0:0:0:0:0:0:0:0:0:1:1:1:1:0;0.323397;0
0:0:0:0:0:0:0:0:0:0:0:0:1:1:1:1;1;0:0:0:0:0:0:0:0:0:0:0:0:1:1:1:1;0.34404;0
0:0:0:0:0:0:0:0:0:0:0:0:1:1:1:1;1;0:0:0:0:0:0:0:0:0:0:0:0:1:1:1:1;0.282657;0
0:0:0:0:0:0:0:0:0:0:0:0:0:1:1:1;1;0:0:0:0:0:0:0:0:0:0:0:0:0:1:1:1;0.135373;0
0:0:0:0:0:0:0:0:0:0:0:0:0:1:1:1;0;0:0:0:0:0:0:0:0:0:0:0:0:0:1:1:1;0.042465;0
0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:1;1;0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:1;-0.139249;0
0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:1;1;0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:1;-0.264671;0
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1;1;0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1;-0.4942;0
0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0.04154;0
0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0.041603;0
0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0.041493;0
0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0;0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0.041467;0
0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;1;0:0:0:0:0:1:1:1:1:0:0:0:0:0:0:0;0.041462;0
