Episode,numberSteps,totalReward,averageSpeed,gameEndedByCrush,IsClockwise
89,1243,1098.210815,445.640045,1,1
90,532,457.144379,425.536346,1,0
91,736,657.538452,452.878235,1,1
92,277,211.351837,348.683929,1,0
93,599,538.266296,450.680878,1,1
94,1436,1338.385498,490.763855,1,0
95,519,448.928375,404.069916,1,1
96,482,435.161346,462.125305,1,0
97,1382,1307.894165,500.043854,1,1
98,588,542.762695,478.05426,1,0
99,2000,1968.328003,502.015045,0,1
100,2000,1968.77832,505.690247,0,0
101,2000,2014.881226,518.690552,0,1
102,2000,2059.89624,530.898254,0,0
103,2000,2040.579956,520.489563,0,1
104,2000,2036.490234,524.545044,0,0
105,2000,2055.85376,514.677185,0,1
106,2000,2082.562744,537.431519,0,0
107,2000,2086.564941,535.732971,0,1
108,2000,2092.676025,536.839294,0,0
109,2000,2073.317871,517.208679,0,1
110,2000,2077.752197,534.125244,0,0
111,2000,2071.913818,529.257141,0,1
112,2000,2083.832764,536.166687,0,0
113,1816,1871.526489,529.013916,1,1
114,2000,2088.611816,530.505554,0,0
115,2000,2107.961426,525.380005,0,1
116,1400,1440.450195,525.23645,1,0
117,116,73.171471,328.883667,1,1
118,2000,2099.676514,538.78772,0,0
119,2000,2079.854004,526.076538,0,1
120,2000,2079.764893,528.382385,0,0
121,2000,2108.856934,536.778687,0,1
122,1821,1874.605591,537.014771,1,0
123,2000,2085.090088,530.694397,0,1
124,2000,2099.744873,530.072693,0,0
125,2000,2088.24292,526.871643,0,1
126,2000,2076.15918,532.179626,0,0
127,2000,2079.438721,522.068359,0,1
128,2000,2091.338379,532.868713,0,0
129,2000,2107.152832,537.927673,0,1
130,2000,2066.790039,523.545044,0,0
131,2000,2096.037598,534.868958,0,1
132,2000,2093.749512,530.575745,0,0
133,2000,2104.930908,532.766541,0,1
134,2000,2041.778564,522.289551,0,0
135,2000,2083.684814,526.542358,0,1
136,2000,2091.920166,537.159546,0,0
137,2000,2088.25415,528.226074,0,1
138,2000,2081.592285,531.646423,0,0
139,1527,1562.457275,512.069031,1,1
140,2000,2090.79541,531.997314,0,0
141,2000,2080.31958,523.159851,0,1
142,1187,1216.10376,528.250427,1,0
143,2000,2072.760742,529.231445,0,1
144,2000,2098.084473,532.692749,0,0
145,2000,2096.058105,536.63031,0,1
146,2000,2098.571289,536.134949,0,0
147,2000,2079.635986,534.868408,0,1
148,2000,2088.334717,535.368591,0,0
149,2000,2097.589355,530.894409,0,1
