AvgR,LbR,UbR,AvgS,LbS,UbS
nan,nan,nan,170.59046039999998,144.51852315944885,196.66239764055112
nan,nan,nan,226.8289518,198.38457626473917,255.27332733526083
nan,nan,nan,198.1901944,173.50084989761487,222.87953890238512
nan,nan,nan,219.10358879999998,192.09910305876875,246.10807454123122
nan,nan,nan,186.48886120000003,158.8147193316341,214.16300306836595
nan,nan,nan,218.48356320000002,193.19816006366506,243.76896633633498
nan,nan,nan,191.94644780000002,164.06355432491128,219.82934127508875
nan,nan,nan,217.15247179999997,191.7910548282515,242.51388877174844
44.67697557777778,35.527824130232794,53.82612702532277,215.86658020000004,192.68807228864353,239.04508811135656
48.14497408888889,38.4914224344691,57.79852574330867,225.2130768,201.8142284425744,248.61192515742562
45.93630153333332,34.16322880891328,57.70937425775336,208.0450746,201.49695039559958,214.5931988044004
47.79388762222222,36.1929942640444,59.39478098040004,228.385144,207.60744185227105,249.16284614772894
46.378364,35.98183203933003,56.774895960669966,212.0046202,193.41556836576723,230.59367203423278
47.8728288,39.04209776597058,56.70355983402942,215.1024474,189.7505548919974,240.45433990800257
45.69546262222222,39.68333429781346,51.70759094663099,215.8980654,188.7032963219258,243.09283447807422
48.13056053333333,39.578317948767236,56.682803117899425,238.51369619999997,228.4246006391278,248.60279176087215
47.201282400000004,38.01401056340153,56.38855423659848,221.34216939999996,211.65088784263946,231.03345095736046
47.506832044444444,39.36370278752348,55.64996130136541,247.820102,231.42528569431573,264.21491830568425
45.64481795555555,38.04569094847701,53.243944962634096,193.39420439999998,172.29235619988023,214.49605260011973
45.43701495555556,37.023957275117205,53.85007263599392,220.02990440000002,166.06675259582542,273.99305620417465
45.83226153333332,39.17100031195735,52.493522754709296,215.8950438,177.9931682108464,253.7969193891536
47.5859976,41.87851671018334,53.29347848981666,246.41531679999997,233.9552378801666,258.8753957198333
46.86031697777777,41.91066462112112,51.80996933443442,225.8885102,201.04681408340645,250.73020631659358
51.31843555555555,44.12148685431892,58.51538425679219,247.66612880000002,231.3490599161804,263.98319768381964
50.71213417777778,44.033917858597384,57.39035049695817,217.57960519999997,204.33626797566998,230.82294242432997
54.05204097777778,46.94916422324753,61.15491773230803,243.3153808,216.54260310635036,270.08815849364964
52.54714271111111,44.23101384997348,60.863271572248735,215.21393120000002,180.31095391751512,250.11690848248492
55.773092822222225,46.04946414288651,65.49672150155794,249.89135119999997,237.81511268278445,261.9675897172155
54.92959217777777,44.12319558410819,65.73598877144735,194.89348160000003,171.3246310684192,218.46233213158087
55.59279406666667,48.068496194348846,63.117091938984494,250.33945920000002,230.68609016839437,269.99282823160564
51.646276155555555,45.29064280103811,58.001909510073,200.2737122,160.83369656636856,239.71372783363145
53.23578906666667,47.12185363191408,59.34972450141926,237.688269,220.1760372520421,255.20050074795788
48.08394704444444,41.41232449829744,54.75556959059145,199.85351559999998,177.1335799692792,222.57345123072076
51.25071568888889,43.63852781328595,58.86290356449183,283.77097779999997,265.4909527664951,302.0510028335048
48.618476333333334,38.83979182563093,58.397160841035735,228.2181764,187.7740945861696,268.6622582138304
51.58336513333334,41.64172581329829,61.52500445336839,254.7037658,219.66291233925446,289.7446192607456
49.263977044444445,38.119705899204696,60.408248189684194,229.39813240000004,192.16735940312748,266.6289053968726
51.81096751111111,41.450613028805016,62.1713219934172,267.1760772,255.07753039928014,279.2746240007199
49.68280486666667,37.48420289453898,61.88140683879436,221.0008206,164.05173468422242,277.94990651577757
54.51321804444444,41.639614288949474,67.38682179993941,268.6737548,254.97246916612647,282.3750404338735
53.936590755555564,41.013212672577794,66.85996883853333,223.88388680000003,194.55192772488908,253.21584587511097
59.22525933333334,46.78830484590273,71.66221382076395,286.20505059999994,260.4802922406992,311.92980895930066
56.29864331111111,45.09483680505473,67.50244981716747,252.0166898,238.72456639184662,265.30881320815337
57.71882477777778,48.487698041244215,66.94995151431135,279.42952299999996,262.3247179148558,296.5343280851441
54.89271231111111,46.496755488482506,63.28866913373972,233.68580340000003,211.02663499273658,256.3449718072635
59.14050424444444,51.1312753110487,67.14973317784019,262.2887236,247.5911868718146,276.98626032818544
58.51792828888889,48.57820719318723,68.45764938459055,246.56372679999998,226.81177934903695,266.315674250963
62.93946217777777,52.274494639976865,73.60442971557868,280.60994259999995,254.45114377001607,306.76874142998383
63.691415733333336,49.98944030577114,77.39339116089553,250.84155900000002,199.72989364635097,301.95322435364903
66.79080582222223,54.78880954386611,78.79280210057834,270.83475020000003,244.21503147489892,297.45446892510114
63.55333702222223,51.40010529023307,75.70656875421139,244.03021280000002,214.04920477687384,274.0112208231262
68.60918008888889,49.84242822582489,87.3759319519529,278.5746004,239.8361645231198,317.3130362768802
71.51634979999999,51.47730706116422,91.55539253883575,263.1097686,231.22570942165436,294.99382777834563
75.14993642222223,54.643078233706945,95.6567946107375,269.41795659999997,244.7918480168196,294.04406518318035
73.31265062222222,52.22853978134624,94.3967614630982,251.41782239999998,211.68983116176423,291.1458136382357
76.72516711111112,55.457011470801596,97.99332275142064,271.8604038,213.69061177169687,330.0301958283031
73.88464162222223,50.60056935237749,97.16871389206698,195.52496639999998,170.31966189562363,220.73027090437634
77.55061593333333,49.17887645295805,105.92235541370862,281.077011,251.33654305342418,310.8174789465759
79.08479124444446,41.977056802697064,116.19252568619186,242.4686126,216.69933998706628,268.2378852129337
83.83386820000001,44.68185534677645,122.98588105322358,285.845749,223.36394209631737,348.32755590368265
92.63518955555556,43.49432010191768,141.77605900919343,286.76384559999997,217.04884432551137,356.47884687448857
100.0818233111111,40.42077133009717,159.742875292125,288.377121,240.78399895738065,335.9702430426193
101.88528217777778,40.00470302691204,163.76586132864352,263.77368160000003,207.72495701719555,319.8224061828045
124.71120273333331,22.196472277576504,227.2259331890901,292.8420686,250.53069450519592,335.1534426948041
125.53165733333333,21.40092105310103,229.66239361356563,236.59696059999996,169.7138285467359,303.480092653264
128.80533855555555,27.019116183584075,230.59156092752704,284.4578186,269.06272452816154,299.85291267183845
131.39772920000001,29.33402224251347,233.46143615748656,259.3747098,195.87215216203367,322.87726743796634
134.29358151111109,37.272515621350834,231.31464740087134,299.8839386,256.59855105058375,343.1693261494163
139.14556284444444,38.46119675211531,239.82992893677357,268.82150579999995,176.65800135417993,360.98501024582
142.82027339999996,36.00653609916466,249.63401070083526,311.145508,230.69815366265505,391.59286233734497
134.44506099999998,37.127385071667234,231.76273692833274,239.59940779999997,201.72080775731763,277.4780078426823
140.75884375555555,37.53307950015332,243.98460801095777,295.3313356,260.3671539485576,330.2955172514424
136.75762024444444,40.64070748583144,232.87453300305742,256.5096406,136.7039642489881,376.31531695101194
138.51137228888888,43.05465209231082,233.96809248546694,295.65003360000003,248.5111669892052,342.78890021079485
141.89375364444442,43.42687423450492,240.36063305438392,240.4458564,132.30046820344273,348.59124459655726
150.4347326222222,38.41274403704567,262.45672120739874,321.13228760000004,248.74881213600966,393.51576306399045
168.15601437777778,43.38943367649884,292.9225950790567,345.8272464,288.037902261877,403.616590538123
165.43872991111112,54.85012419868656,276.0273356235357,323.68531459999997,271.41333531896294,375.957293881037
154.26956217777777,60.053606169168646,248.4855181863869,282.6392762,215.11903884286187,350.1595135571381
177.5574227777778,62.55622643339137,292.5586191221642,345.349286,275.4256065157512,415.2729654842488
178.49869702222222,54.51253854183254,302.4848555026119,303.91564960000005,236.0414566729879,371.7898425270122
173.06406777777778,70.68758791827304,275.4405476372825,336.66166680000003,234.31247074802997,439.0108628519701
184.41019024444444,64.8036859740494,304.01669451483946,311.4264588,235.4530842151932,387.39983338480675
188.60324513333333,76.49068418501058,300.71580608165607,330.2449098,298.8698071432691,361.62001245673093
183.91270804444443,94.78885614940148,273.03655993948735,286.64255999999995,210.78493420662056,362.50018579337933
208.15462884444446,75.9901469284276,340.3191107604613,382.19244999999995,296.74599021901116,467.63890978098874
242.91007935555558,26.226034187938723,459.59412452317247,280.2288056,157.45681183362998,403.00079936636996
284.4636298,-12.735002362141927,581.6622619621419,361.8743654,276.7190029530898,447.0297278469102
311.0351312888889,15.240459905585794,606.829802672192,363.8435942,267.29465180243767,460.3925365975623
323.82657557777776,47.41566436658508,600.2374867889705,378.21554560000004,305.6979999499862,450.7330912500139
330.72501626666667,62.03137787699842,599.4186546563349,314.6489596,216.2736807877422,413.02423841225783
351.59050048888884,90.80342398561692,612.3775769921608,383.5338074,311.6841480997444,455.3834667002556
405.58984333333336,96.73949877223691,714.4401878944298,409.5067932,311.53731933886746,507.47626706113255
422.1886259111111,101.75007369439084,742.6271781278314,433.1515684,392.25987486361424,474.0432619363857
405.8628594222222,91.94171336923227,719.7840054752121,382.1387572,265.27313763387355,499.0043767661264
394.6894735777778,116.09345723713545,673.2854899184201,355.780417,233.77136235750044,477.78947164249956
381.6020949111112,93.70558753081025,669.4986022914121,370.351541,239.74045493904322,500.9626270609568
419.8503496444446,180.48500911310938,659.2156901757797,459.2976623999999,356.5032582491682,562.0920665508316
484.6303379111111,196.28407982635383,772.9765959958684,418.20492239999993,283.5436146873269,552.866230112673
495.7089049333334,253.11055089802352,738.3072589686433,405.76063840000006,336.61889057283156,474.90238622716856
517.3315306000001,212.81376738028183,821.8492938197182,397.3843048,260.9889874072544,533.7796221927456
554.2717502,272.831110183184,835.7123902168161,477.49694220000003,393.90812512993267,561.0857592700675
639.8855606000001,333.13926310088254,946.6318580991176,514.321521,457.0954451464772,571.5475968535227
671.9321090888889,378.15864496648027,965.7055732112974,483.9152284,421.6162839376885,546.2141728623116
680.6344977333333,389.4868930067433,971.7821024599234,357.5533692,247.74505446937115,467.3616839306289
750.7705485777777,402.9801794324401,1098.5609177231154,465.39965219999993,398.2343517613669,532.564952638633
786.6302973999999,354.5284105466524,1218.7321842533474,485.16060799999997,385.5582024209248,584.7630135790752
880.9670714444444,453.368938368397,1308.5652045204918,530.0240114000001,496.4956231553474,563.5523996446527
979.1446771555557,607.8326647369593,1350.456689574152,466.46061420000007,352.0602589814812,580.860969418519
