Episode,numberSteps,totalReward,averageSpeed,gameEndedByCrush,IsClockwise
58,925,570.514893,322.195312,1,0
59,147,77.352089,286.174957,1,1
60,112,48.996433,261.08905,1,0
61,150,80.373589,263.5466,1,1
62,234,81.347878,166.196503,1,0
63,1208,789.054016,344.630402,1,1
64,264,166.515442,353.290802,1,0
65,158,82.187935,293.239166,1,1
66,233,163.724304,346.987,1,0
67,376,257.579742,354.577911,1,1
68,143,62.0467,256.965271,1,0
69,398,264.467255,330.009735,1,1
70,1441,1102.87439,428.77655,1,0
71,774,634.895081,417.204468,1,1
72,1255,1004.292114,429.263458,1,0
73,2000,1693.002197,456.101196,0,1
74,340,273.655762,425.709839,1,0
75,2000,1803.299072,483.549622,0,1
76,1294,1148.053223,465.319794,1,0
77,2000,1875.929321,486.01535,0,1
78,1298,1240.873169,500.543427,1,0
79,2000,1941.386475,506.493286,0,1
80,2000,1995.718018,513.309143,0,0
81,916,852.185913,496.406921,1,1
82,156,24.618217,172.459579,1,0
83,2000,1932.947266,507.324005,0,1
84,1490,1482.745483,503.740479,1,0
85,1429,1439.553711,528.411804,1,1
86,2000,2046.50354,516.401611,0,0
87,2000,2094.328125,543.114624,0,1
88,2000,2098.790283,530.54541,0,0
89,2000,2101.255859,541.977661,0,1
90,780,773.60199,507.552643,1,0
91,1580,1572.108887,535.727173,1,1
92,848,759.636292,469.146088,1,0
93,2000,2127.038574,549.719849,0,1
94,2000,2052.791504,518.545532,0,0
95,2000,2106.488525,541.644775,0,1
96,2000,2062.05249,527.426392,0,0
97,2000,2105.971191,542.236084,0,1
98,523,501.547302,495.239349,1,0
99,117,46.818668,288.642029,1,1
100,2000,2027.125122,511.812775,0,0
101,2000,2110.523926,542.912292,0,1
102,2000,2105.877197,533.989624,0,0
103,2000,2104.077148,541.588379,0,1
104,2000,2085.291992,528.84613,0,0
105,2000,1994.941772,518.670654,0,1
106,2000,2076.946533,518.773682,0,0
107,2000,2090.350098,537.824829,0,1
108,2000,2081.696777,524.59729,0,0
109,2000,2070.596924,525.998962,0,1
110,2000,2096.273682,526.735474,0,0
111,2000,2088.26416,526.732544,0,1
112,371,341.737274,441.56723,1,0
113,2000,2052.046631,522.223267,0,1
114,2000,2027.926147,510.563934,0,0
115,960,966.621033,518.397583,1,1
116,182,-26.518702,57.426311,1,0
117,107,16.936169,106.578026,1,1
118,96,18.7409,144.326172,1,0
119,233,31.221527,138.194595,1,1
120,125,63.235619,341.901306,1,0
121,150,26.40551,141.023209,1,1
122,148,22.119699,111.020058,1,0
123,94,-21.200811,177.591217,1,1
124,2000,2018.162354,505.781464,0,0
125,2000,2086.878662,532.939453,0,1
126,2000,2068.425293,514.162476,0,0
127,2000,2068.649902,527.57489,0,1
128,2000,2028.09082,500.044434,0,0
129,2000,2084.986572,533.443298,0,1
130,2000,2072.10376,523.101685,0,0
131,2000,2061.416992,524.259521,0,1
132,1075,1092.067749,508.518494,1,0
133,2000,2034.539185,515.370972,0,1
134,2000,2044.00769,504.604309,0,0
135,2000,2072.47583,521.637451,0,1
136,2000,2022.935059,502.117615,0,0
137,2000,2089.272461,521.18634,0,1
138,2000,2040.815308,504.856903,0,0
139,697,622.250183,475.314728,1,1
140,2000,2024.606445,500.703583,0,0
141,2000,2061.378174,523.239441,0,1
142,2000,2042.749023,507.974213,0,0
143,2000,2070.902588,524.650146,0,1
144,2000,2097.947266,519.924072,0,0
145,2000,2040.62561,521.912659,0,1
146,2000,2027.236206,503.618164,0,0
147,2000,2062.777344,520.437805,0,1
148,2000,2036.552979,505.976562,0,0
149,2000,2074.821777,527.411133,0,1
