Episode,numberSteps,totalReward,averageSpeed,gameEndedByCrush,IsClockwise
89,2000,2151.087402,564.54303,0,1
90,1599,1699.822266,558.850159,1,0
91,2000,2081.78833,543.94281,0,1
92,1540,1615.761841,557.005981,1,0
93,2000,2147.545898,567.722839,0,1
94,1725,1806.296265,555.62915,1,0
95,2000,2150.56958,567.334229,0,1
96,2000,2087.134521,545.218445,0,0
97,2000,2161.718994,568.409058,0,1
98,2000,2131.550293,560.326599,0,0
99,2000,2140.88501,556.992798,0,1
100,2000,2100.388184,550.893799,0,0
101,2000,2121.346924,550.724731,0,1
102,2000,2136.565186,560.383362,0,0
103,2000,2145.18457,568.84198,0,1
104,2000,2159.555664,564.028076,0,0
105,2000,2106.76123,542.780518,0,1
106,2000,2135.850342,556.125793,0,0
107,2000,2153.414062,563.808167,0,1
108,1152,1171.536987,538.174805,1,0
109,125,70.884506,336.232513,1,1
110,363,688.693298,450.649231,1,0
111,1178,1435.778625,537.249405,1,1
112,2000,2101.505859,561.569489,0,0
113,1180,1159.950394,547.676437,1,1
114,320,229.475952,380.707458,1,0
115,1127,1361.270599,534.701691,1,1
116,2000,2101.513672,538.306824,0,0
117,2000,2108.022705,544.612122,0,1
118,2000,2116.859375,557.329468,0,0
119,2000,2160.866211,557.134338,0,1
120,2000,2141.865479,555.881409,0,0
121,2000,2092.977539,533.437683,0,1
122,2000,2116.168945,554.784546,0,0
123,2000,2122.725098,551.112366,0,1
124,2000,2108.613037,550.706543,0,0
125,2000,2086.803223,535.301208,0,1
126,671,670.14502,489.468658,1,0
127,2000,2103.400879,538.200989,0,1
128,1027,1056.791382,529.288574,1,0
129,2000,2135.77002,546.834961,0,1
130,682,689.344604,512.109863,1,0
131,2000,2118.812012,547.605896,0,1
132,1889,1928.125,532.738647,1,0
133,2000,2123.248535,543.924011,0,1
134,2000,2108.674316,542.387207,0,0
135,2000,2076.775879,534.638184,0,1
136,1709,1789.52356,543.821533,1,0
137,112,81.412949,251.903564,1,1
138,2000,2113.311768,548.405823,0,0
139,782,767.023743,506.723663,1,1
140,131,46.290615,312.719971,1,0
141,1910,1951.431152,541.317261,1,1
142,1206,1235.036133,525.774841,1,0
143,2000,2105.98584,548.093323,0,1
144,1817,1871.739502,525.957031,1,0
145,370,317.539642,424.340302,1,1
146,611,559.026733,468.1604,1,0
147,100,45.580563,167.335007,1,1
148,403,354.914307,415.04126,1,0
149,1546,1563.948853,524.867065,1,1
